time;direction;DLC;;id
19.589.244;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.589.530;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.602.231;Rx;8;00 5A 00 C5 03 00 00 54;545
19.608.266;Rx;8;25 03 1C 00 00 00 00 44;258
19.608.504;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.608.752;Rx;8;B2 20 00 00 00 00 00 D2;260
19.609.000;Rx;8;10 27 00 00 00 00 00 37;261
19.609.289;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.609.575;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.625.848;Rx;8;05 05 03 03 01 00 03 03;789
19.626.290;Rx;8;03 03 01 02 00 00 00 00;771
19.626.531;Rx;8;18 04 1C 00 00 16 15 00;770
19.626.767;Rx;8;03 44 35 4E 30 30 30 30;772
19.627.671;Rx;8;00 00 C8 00 00 00 07 CF;513
19.627.917;Rx;8;09 01 00 00 00 00 00 0A;514
19.628.151;Rx;8;83 B5 8F EC 43 FB 10 3F;515
19.633.220;Rx;8;25 03 1C 00 00 00 00 44;258
19.633.458;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.633.706;Rx;8;B2 20 00 00 00 00 00 D2;260
19.633.954;Rx;8;10 27 00 00 00 00 00 37;261
19.634.238;Rx;8;00 03 E7 03 2A 00 C5 0F;417333248x
19.634.524;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.648.385;Rx;8;25 03 1C 00 00 00 00 44;258
19.648.623;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.648.872;Rx;8;B2 20 00 00 00 00 00 D2;260
19.649.120;Rx;8;10 27 00 00 00 00 00 37;261
19.649.406;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
19.649.692;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.654.844;Rx;8;02 00 00 00 51 00 CB 02;785
19.664.852;Rx;8;00 00 3C 37 00 00 00 00;274
19.668.424;Rx;8;25 03 1C 00 00 00 00 44;258
19.668.662;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.668.910;Rx;8;B2 20 00 00 00 00 00 D2;260
19.669.158;Rx;8;10 27 00 00 00 00 00 37;261
19.669.447;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.669.733;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.674.865;Rx;8;01 00 00 00 00 00 00 00;275
19.688.490;Rx;8;25 03 1C 00 00 00 00 44;258
19.688.728;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.688.976;Rx;8;B2 20 00 00 00 00 00 D2;260
19.689.224;Rx;8;10 27 00 00 00 00 00 37;261
19.689.512;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.689.798;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.702.188;Rx;8;00 5A 00 C5 03 00 00 54;545
19.708.540;Rx;8;25 03 1C 00 00 00 00 44;258
19.708.778;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.709.027;Rx;8;B2 20 00 00 00 00 00 D2;260
19.709.275;Rx;8;10 27 00 00 00 00 00 37;261
19.709.563;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.709.849;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.725.544;Rx;8;00 33 01 22 08 02 02 00;773
19.725.782;Rx;8;00 33 01 22 08 03 01 01;774
19.726.072;Rx;8;00 00 00 00 00 00 01 00;417333259x
19.727.925;Rx;8;E1 FF 3A 38 3A 3B 40 FF;516
19.728.163;Rx;8;C6 0F 12 AF 0F 05 00 00;517
19.728.409;Rx;8;38 01 37 02 00 00 00 00;518
19.731.019;Rx;8;25 03 1C 00 00 00 00 44;258
19.731.257;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.731.506;Rx;8;B2 20 00 00 00 00 00 D2;260
19.731.754;Rx;8;10 27 00 00 00 00 00 37;261
19.732.042;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.732.328;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.748.653;Rx;8;25 03 1C 00 00 00 00 44;258
19.748.891;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.749.139;Rx;8;B2 20 00 00 00 00 00 D2;260
19.749.388;Rx;8;10 27 00 00 00 00 00 37;261
19.749.676;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.749.962;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.755.838;Rx;8;02 00 00 00 51 00 CB 02;785
19.765.847;Rx;8;00 00 3C 37 00 00 00 00;274
19.768.700;Rx;8;25 03 1C 00 00 00 00 44;258
19.768.938;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.769.186;Rx;8;B2 20 00 00 00 00 00 D2;260
19.769.434;Rx;8;10 27 00 00 00 00 00 37;261
19.769.722;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
19.770.008;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.775.852;Rx;8;01 00 00 00 00 00 00 00;275
19.788.755;Rx;8;25 03 1C 00 00 00 00 44;258
19.788.993;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.789.242;Rx;8;B2 20 00 00 00 00 00 D2;260
19.789.490;Rx;8;10 27 00 00 00 00 00 37;261
19.789.778;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.790.064;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.797.826;Rx;8;44 30 38 41 31 31 30 36;787
19.802.196;Rx;8;00 5A 00 C5 03 00 00 54;545
19.808.824;Rx;8;25 03 1C 00 00 00 00 44;258
19.809.062;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.809.310;Rx;8;B2 20 00 00 00 00 00 D2;260
19.809.558;Rx;8;10 27 00 00 00 00 00 37;261
19.809.791;Rx;8;50 35 15 32 33 00 00 00;791
19.810.079;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.810.365;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.826.804;Rx;8;03 03 01 02 00 00 00 00;771
19.827.044;Rx;8;18 04 1C 00 00 16 15 00;770
19.827.288;Rx;8;04 30 34 33 00 00 00 00;772
19.827.528;Rx;8;05 05 03 03 01 00 03 03;789
19.828.214;Rx;8;00 00 C8 00 00 00 07 CF;513
19.828.461;Rx;8;09 01 00 00 00 00 00 0A;514
19.828.695;Rx;8;84 C4 8F F1 43 FC 10 3F;515
19.833.757;Rx;8;25 03 1C 00 00 00 00 44;258
19.833.995;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.834.243;Rx;8;B2 20 00 00 00 00 00 D2;260
19.834.492;Rx;8;10 27 00 00 00 00 00 37;261
19.834.776;Rx;8;00 03 E7 03 28 00 CB 0F;417333248x
19.835.062;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.848.907;Rx;8;25 03 1C 00 00 00 00 44;258
19.849.145;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.849.393;Rx;8;B2 20 00 00 00 00 00 D2;260
19.849.641;Rx;8;10 27 00 00 00 00 00 37;261
19.849.927;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
19.850.214;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.856.829;Rx;8;02 00 00 00 51 00 CB 02;785
19.866.831;Rx;8;00 00 3C 37 00 00 00 00;274
19.868.985;Rx;8;25 03 1C 00 00 00 00 44;258
19.869.224;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.869.472;Rx;8;B2 20 00 00 00 00 00 D2;260
19.869.720;Rx;8;10 27 00 00 00 00 00 37;261
19.870.006;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
19.870.292;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.876.852;Rx;8;01 00 00 00 00 00 00 00;275
19.889.043;Rx;8;25 03 1C 00 00 00 00 44;258
19.889.281;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.889.529;Rx;8;B2 20 00 00 00 00 00 D2;260
19.889.777;Rx;8;10 27 00 00 00 00 00 37;261
19.890.065;Rx;8;00 03 E7 03 19 00 C2 0F;417333248x
19.890.352;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.902.237;Rx;8;00 5A 00 C5 03 00 00 54;545
19.909.082;Rx;8;25 03 1C 00 00 00 00 44;258
19.909.320;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.909.568;Rx;8;B2 20 00 00 00 00 00 D2;260
19.909.816;Rx;8;10 27 00 00 00 00 00 37;261
19.910.098;Rx;8;00 03 E7 03 2A 00 C7 0F;417333248x
19.910.385;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.928.470;Rx;8;22 FF FF FF FF FF FF FF;516
19.928.708;Rx;8;C6 0F 12 AF 0F 05 00 00;517
19.928.954;Rx;8;38 01 37 02 00 00 00 00;518
19.931.572;Rx;8;25 03 1C 00 00 00 00 44;258
19.931.811;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.932.059;Rx;8;B2 20 00 00 00 00 00 D2;260
19.932.307;Rx;8;10 27 00 00 00 00 00 37;261
19.932.595;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.932.881;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.949.204;Rx;8;25 03 1C 00 00 00 00 44;258
19.949.442;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.949.691;Rx;8;B2 20 00 00 00 00 00 D2;260
19.949.939;Rx;8;10 27 00 00 00 00 00 37;261
19.950.227;Rx;8;00 03 E7 03 2D 00 C2 0F;417333248x
19.950.513;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.957.833;Rx;8;02 00 00 00 51 00 CB 02;785
19.967.841;Rx;8;00 00 3C 37 00 00 00 00;274
19.969.233;Rx;8;25 03 1C 00 00 00 00 44;258
19.969.471;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.969.719;Rx;8;B2 20 00 00 00 00 00 D2;260
19.969.967;Rx;8;10 27 00 00 00 00 00 37;261
19.970.255;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
19.970.541;Rx;8;03 20 00 01 01 00 50 01;417333504x
19.977.847;Rx;8;01 00 00 00 00 00 00 00;275
19.989.284;Rx;8;25 03 1C 00 00 00 00 44;258
19.989.522;Rx;8;FF FF 2C 04 5A 00 00 88;259
19.989.770;Rx;8;B2 20 00 00 00 00 00 D2;260
19.990.019;Rx;8;10 27 00 00 00 00 00 37;261
19.990.303;Rx;8;00 03 E7 03 28 00 CB 0F;417333248x
19.990.589;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.008.848;Rx;8;05 00 00 00 00 00 00 00;792
20.009.360;Rx;8;25 03 1C 00 00 00 00 44;258
20.009.599;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.009.847;Rx;8;B2 20 00 00 00 00 00 D2;260
20.010.095;Rx;8;10 27 00 00 00 00 00 37;261
20.010.271;98 R;1;01 XR 0 E 0 O 0 B 10.17;
20.010.271;sta;rr;or active;
20.010.271;R 0;X;R 0 E 0 O 0 B 0.00%;
20.010.271;sta;rr;or active;
20.010.383;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
20.010.669;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.027.350;Rx;8;03 03 01 02 00 00 00 00;771
20.027.590;Rx;8;18 04 1C 00 00 16 15 00;770
20.027.841;Rx;8;05 00 00 00 00 00 00 00;772
20.028.081;Rx;8;05 05 03 03 01 00 03 03;789
20.028.757;Rx;8;00 00 C8 00 00 00 07 CF;513
20.029.003;Rx;8;09 01 00 00 00 00 00 0A;514
20.029.237;Rx;8;80 B1 8F EC 23 FB C4 3E;515
20.034.273;Rx;8;25 03 1C 00 00 00 00 44;258
20.034.512;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.034.760;Rx;8;B2 20 00 00 00 00 00 D2;260
20.035.008;Rx;8;10 27 00 00 00 00 00 37;261
20.035.296;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
20.035.582;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.049.455;Rx;8;25 03 1C 00 00 00 00 44;258
20.049.693;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.049.941;Rx;8;B2 20 00 00 00 00 00 D2;260
20.050.190;Rx;8;10 27 00 00 00 00 00 37;261
20.050.474;Rx;8;00 03 E7 03 2A 00 C5 0F;417333248x
20.050.760;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.058.828;Rx;8;02 00 00 00 51 00 CB 02;785
20.068.841;Rx;8;00 00 3C 37 00 00 00 00;274
20.069.520;Rx;8;25 03 1C 00 00 00 00 44;258
20.069.758;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.070.006;Rx;8;B2 20 00 00 00 00 00 D2;260
20.070.254;Rx;8;10 27 00 00 00 00 00 37;261
20.070.542;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.070.828;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.078.862;Rx;8;01 00 00 00 00 00 00 00;275
20.089.579;Rx;8;25 03 1C 00 00 00 00 44;258
20.089.817;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.090.065;Rx;8;B2 20 00 00 00 00 00 D2;260
20.090.313;Rx;8;10 27 00 00 00 00 00 37;261
20.090.599;Rx;8;00 03 E7 03 23 00 C5 0F;417333248x
20.090.886;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.102.187;Rx;8;00 5A 00 C5 03 00 00 54;545
20.109.606;Rx;8;25 03 1C 00 00 00 00 44;258
20.109.844;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.110.092;Rx;8;B2 20 00 00 00 00 00 D2;260
20.110.340;Rx;8;10 27 00 00 00 00 00 37;261
20.110.628;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.110.914;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.129.002;Rx;8;E0 38 37 38 38 FF FF FF;516
20.129.240;Rx;8;C6 0F 12 AF 0F 05 00 00;517
20.129.486;Rx;8;38 01 37 02 00 00 00 00;518
20.130.132;Rx;8;25 03 1C 00 00 00 00 44;258
20.130.370;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.130.618;Rx;8;B2 20 00 00 00 00 00 D2;260
20.130.867;Rx;8;10 27 00 00 00 00 00 37;261
20.131.155;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.131.441;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.149.740;Rx;8;25 03 1C 00 00 00 00 44;258
20.149.978;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.150.226;Rx;8;B2 20 00 00 00 00 00 D2;260
20.150.475;Rx;8;10 27 00 00 00 00 00 37;261
20.150.763;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
20.151.049;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.159.833;Rx;8;02 00 00 00 51 00 CB 02;785
20.169.779;Rx;8;25 03 1C 00 00 00 00 44;258
20.170.018;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.170.266;Rx;8;B2 20 00 00 00 00 00 D2;260
20.170.514;Rx;8;10 27 00 00 00 00 00 37;261
20.170.758;Rx;8;00 00 3C 37 00 00 00 00;274
20.171.044;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
20.171.330;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.179.848;Rx;8;01 00 00 00 00 00 00 00;275
20.189.831;Rx;8;25 03 1C 00 00 00 00 44;258
20.190.069;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.190.317;Rx;8;B2 20 00 00 00 00 00 D2;260
20.190.565;Rx;8;10 27 00 00 00 00 00 37;261
20.190.851;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
20.191.137;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.202.169;Rx;8;00 5A 00 C5 03 00 00 54;545
20.209.896;Rx;8;25 03 1C 00 00 00 00 44;258
20.210.134;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.210.382;Rx;8;B2 20 00 00 00 00 00 D2;260
20.210.630;Rx;8;10 27 00 00 00 00 00 37;261
20.210.918;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.211.204;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.225.903;Rx;8;60 00 2C 04 F3 01 2C 04;417333249x
20.226.871;Rx;8;00 33 01 22 08 02 02 00;773
20.227.110;Rx;8;00 33 01 22 08 03 01 01;774
20.227.400;Rx;8;00 00 00 00 00 00 01 00;417333259x
20.227.882;Rx;8;03 03 01 02 00 00 00 00;771
20.228.122;Rx;8;18 04 1C 00 00 16 15 00;770
20.228.356;Rx;8;01 30 33 4E 4D 45 30 38;772
20.228.834;Rx;8;05 05 03 03 01 00 03 03;789
20.229.295;Rx;8;00 00 C8 00 00 00 07 CF;513
20.229.541;Rx;8;09 01 00 00 00 00 00 0A;514
20.229.781;Rx;8;81 AF 8F F0 33 FC 04 3F;515
20.231.689;Rx;8;25 03 1C 00 00 00 00 44;258
20.231.927;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.232.175;Rx;8;B2 20 00 00 00 00 00 D2;260
20.232.423;Rx;8;10 27 00 00 00 00 00 37;261
20.232.712;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.232.998;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.249.981;Rx;8;25 03 1C 00 00 00 00 44;258
20.250.219;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.250.467;Rx;8;B2 20 00 00 00 00 00 D2;260
20.250.715;Rx;8;10 27 00 00 00 00 00 37;261
20.251.004;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.251.290;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.260.829;Rx;8;02 00 00 00 51 00 CB 02;785
20.270.054;Rx;8;25 03 1C 00 00 00 00 44;258
20.270.292;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.270.540;Rx;8;B2 20 00 00 00 00 00 D2;260
20.270.789;Rx;8;10 27 00 00 00 00 00 37;261
20.271.033;Rx;8;00 00 3C 37 00 00 00 00;274
20.271.321;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
20.271.607;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.280.841;Rx;8;01 00 00 00 00 00 00 00;275
20.290.111;Rx;8;25 03 1C 00 00 00 00 44;258
20.290.349;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.290.598;Rx;8;B2 20 00 00 00 00 00 D2;260
20.290.846;Rx;8;10 27 00 00 00 00 00 37;261
20.291.134;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.291.420;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.302.170;Rx;8;00 5A 00 C5 03 00 00 54;545
20.309.822;Rx;8;50 35 15 32 33 00 00 00;791
20.310.176;Rx;8;25 03 1C 00 00 00 00 44;258
20.310.414;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.310.662;Rx;8;B2 20 00 00 00 00 00 D2;260
20.310.910;Rx;8;10 27 00 00 00 00 00 37;261
20.311.198;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.311.484;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.329.520;Rx;8;E1 FF 3A 38 3A 3B 40 FF;516
20.329.758;Rx;8;C6 0F 12 AF 0F 05 00 00;517
20.330.004;Rx;8;38 01 37 02 00 00 00 00;518
20.335.122;Rx;8;25 03 1C 00 00 00 00 44;258
20.335.361;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.335.609;Rx;8;B2 20 00 00 00 00 00 D2;260
20.335.857;Rx;8;10 27 00 00 00 00 00 37;261
20.336.145;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.336.431;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.350.246;Rx;8;25 03 1C 00 00 00 00 44;258
20.350.484;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.350.732;Rx;8;B2 20 00 00 00 00 00 D2;260
20.350.981;Rx;8;10 27 00 00 00 00 00 37;261
20.351.269;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.351.555;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.361.817;Rx;8;02 00 00 00 51 00 CB 02;785
20.370.301;Rx;8;25 03 1C 00 00 00 00 44;258
20.370.539;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.370.788;Rx;8;B2 20 00 00 00 00 00 D2;260
20.371.036;Rx;8;10 27 00 00 00 00 00 37;261
20.371.322;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
20.371.608;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.371.852;Rx;8;00 00 3C 37 00 00 00 00;274
20.381.840;Rx;8;01 00 00 00 00 00 00 00;275
20.390.374;Rx;8;25 03 1C 00 00 00 00 44;258
20.390.613;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.390.861;Rx;8;B2 20 00 00 00 00 00 D2;260
20.391.109;Rx;8;10 27 00 00 00 00 00 37;261
20.391.397;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.391.683;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.402.175;Rx;8;00 5A 00 C5 03 00 00 54;545
20.410.432;Rx;8;25 03 1C 00 00 00 00 44;258
20.410.670;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.410.918;Rx;8;B2 20 00 00 00 00 00 D2;260
20.411.166;Rx;8;10 27 00 00 00 00 00 37;261
20.411.454;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.411.740;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.428.411;Rx;8;03 03 01 02 00 00 00 00;771
20.428.654;Rx;8;18 04 1C 00 00 16 16 00;770
20.428.886;Rx;8;02 54 51 4C 30 30 31 47;772
20.429.784;Rx;8;00 00 C8 00 00 00 07 CF;513
20.430.030;Rx;8;09 01 00 00 00 00 00 0A;514
20.430.266;Rx;8;82 C3 0F F1 F3 FA E0 3E;515
20.430.506;Rx;8;05 05 03 03 01 00 03 03;789
20.431.506;Rx;8;25 03 1C 00 00 00 00 44;258
20.431.745;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.431.993;Rx;8;B2 20 00 00 00 00 00 D2;260
20.432.241;Rx;8;10 27 00 00 00 00 00 37;261
20.432.527;Rx;8;00 03 E7 03 28 00 C9 0F;417333248x
20.432.813;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.450.522;Rx;8;25 03 1C 00 00 00 00 44;258
20.450.760;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.451.009;Rx;8;B2 20 00 00 00 00 00 D2;260
20.451.257;Rx;8;10 27 00 00 00 00 00 37;261
20.451.541;Rx;8;00 03 E7 03 2A 00 C5 0F;417333248x
20.451.827;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.462.823;Rx;8;02 00 00 00 51 00 CB 02;785
20.470.583;Rx;8;25 03 1C 00 00 00 00 44;258
20.470.822;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.471.070;Rx;8;B2 20 00 00 00 00 00 D2;260
20.471.318;Rx;8;10 27 00 00 00 00 00 37;261
20.471.606;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
20.471.892;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.472.832;Rx;8;00 00 3C 37 00 00 00 00;274
20.482.838;Rx;8;01 00 00 00 00 00 00 00;275
20.490.610;Rx;8;25 03 1C 00 00 00 00 44;258
20.490.849;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.491.097;Rx;8;B2 20 00 00 00 00 00 D2;260
20.491.345;Rx;8;10 27 00 00 00 00 00 37;261
20.491.629;Rx;8;00 03 E7 03 2A 00 C5 0F;417333248x
20.491.915;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.502.339;Rx;8;00 5A 00 C5 03 00 00 54;545
20.509.841;Rx;8;06 00 00 00 00 00 20 00;792
20.510.667;Rx;8;25 03 1C 00 00 00 00 44;258
20.510.905;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.511.153;Rx;8;B2 20 00 00 00 00 00 D2;260
20.511.401;Rx;8;10 27 00 00 00 00 00 37;261
20.511.688;Rx;8;00 03 E7 03 28 00 C5 0F;417333248x
20.511.974;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.530.071;Rx;8;22 FF FF FF FF FF FF FF;516
20.530.309;Rx;8;C6 0F 12 AF 0F 05 00 00;517
20.530.555;Rx;8;38 01 37 02 00 00 00 00;518
20.535.628;Rx;8;25 03 1C 00 00 00 00 44;258
20.535.866;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.536.114;Rx;8;B2 20 00 00 00 00 00 D2;260
20.536.362;Rx;8;10 27 00 00 00 00 00 37;261
20.536.650;Rx;8;00 03 E7 03 2A 00 C2 0F;417333248x
20.536.936;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.550.793;Rx;8;25 03 1C 00 00 00 00 44;258
20.551.032;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.551.280;Rx;8;B2 20 00 00 00 00 00 D2;260
20.551.528;Rx;8;10 27 00 00 00 00 00 37;261
20.551.816;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.552.102;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.563.820;Rx;8;02 00 00 00 51 00 CB 02;785
20.570.832;Rx;8;25 03 1C 00 00 00 00 44;258
20.571.070;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.571.319;Rx;8;B2 20 00 00 00 00 00 D2;260
20.571.567;Rx;8;10 27 00 00 00 00 00 37;261
20.571.855;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.572.141;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.573.827;Rx;8;00 00 3C 37 00 00 00 00;274
20.583.829;Rx;8;01 00 00 00 00 00 00 00;275
20.590.901;Rx;8;25 03 1C 00 00 00 00 44;258
20.591.139;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.591.388;Rx;8;B2 20 00 00 00 00 00 D2;260
20.591.636;Rx;8;10 27 00 00 00 00 00 37;261
20.591.924;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.592.210;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.602.154;Rx;8;00 5A 00 C5 03 00 00 54;545
20.610.954;Rx;8;25 03 1C 00 00 00 00 44;258
20.611.193;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.611.441;Rx;8;B2 20 00 00 00 00 00 D2;260
20.611.689;Rx;8;10 27 00 00 00 00 00 37;261
20.611.977;Rx;8;00 03 E7 03 28 00 C2 0F;417333248x
20.612.263;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.628.946;Rx;8;03 03 01 02 00 00 00 00;771
20.629.188;Rx;8;18 04 1C 00 00 16 16 00;770
20.629.425;Rx;8;03 44 35 4E 30 30 30 30;772
20.630.321;Rx;8;00 00 C8 00 00 00 07 CF;513
20.630.567;Rx;8;09 01 00 00 00 00 00 0A;514
20.630.801;Rx;8;83 B5 8F EC 43 FB 10 3F;515
20.631.041;Rx;8;05 05 03 03 01 00 03 03;789
20.631.993;Rx;8;25 03 1C 00 00 00 00 44;258
20.632.231;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.632.480;Rx;8;B2 20 00 00 00 00 00 D2;260
20.632.728;Rx;8;10 27 00 00 00 00 00 37;261
20.633.012;Rx;8;00 03 E7 03 28 00 C7 0F;417333248x
20.633.298;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.651.035;Rx;8;25 03 1C 00 00 00 00 44;258
20.651.273;Rx;8;FF FF 2C 04 5A 00 00 88;259
20.651.522;Rx;8;B2 20 00 00 00 00 00 D2;260
20.651.770;Rx;8;10 27 00 00 00 00 00 37;261
20.652.054;Rx;8;00 03 E7 03 2A 00 C5 0F;417333248x
20.652.340;Rx;8;03 20 00 01 01 00 50 01;417333504x
20.664.820;Rx;8;02 00 00 00 51 00 CB 02;785
